Strains	Ensifer_adhaerens_AG1206	Ensifer_adhaerens_Casida_A	Ensifer_adhaerens_L18	Ensifer_adhaerens_M78	Ensifer_adhaerens_OV14	Ensifer_adhaerens_SD006	Ensifer_adhaerens_ST2	Ensifer_adhaerens_WJB133_25_10	Ensifer_alkalisoli_YIC4027	Ensifer_aridi_JNVU_TP6	Ensifer_aridi_LEM451	Ensifer_aridi_LEM457	Ensifer_aridi_LMR001	Ensifer_aridi_LMR013	Ensifer_aridi_TW10	Ensifer_glycinis_CCBAU_23380	Ensifer_morelense_Lc04	Ensifer_psoraleae_CCBAU_65732	Ensifer_sesbaniae_CCBAU_65729	Ensifer_shofinae_CCBAU_251167	Ensifer_sojae_CCBAU_05684	Ensifer_sp_1H6	Ensifer_sp_AP48	Ensifer_sp_BR816	Ensifer_sp_LC11	Ensifer_sp_LC13	Ensifer_sp_LC14	Ensifer_sp_LC163	Ensifer_sp_LC384	Ensifer_sp_LC499	Ensifer_sp_LC54	Ensifer_sp_LCM_4579	Ensifer_sp_M14	Ensifer_sp_MMN_5	Ensifer_sp_NM_2	Ensifer_sp_OV372	Ensifer_sp_Root1252	Ensifer_sp_Root127	Ensifer_sp_Root1298	Ensifer_sp_Root1312	Ensifer_sp_Root142	Ensifer_sp_Root231	Ensifer_sp_Root258	Ensifer_sp_Root278	Ensifer_sp_Root31	Ensifer_sp_Root423	Ensifer_sp_Root558	Ensifer_sp_Root74	Ensifer_sp_Root954	Ensifer_sp_T2_8	Ensifer_sp_USDA_6670	Ensifer_sp_WSM1721	Ensifer_sp_YR511	Ensifer_sp_ZNC0028	Sinorhizobium_americanum_CCGM7	Sinorhizobium_americanum_CFNEI_156	Sinorhizobium_americanum_CFNEI_73	Sinorhizobium_americanum_FG01	Sinorhizobium_americanum_NG07B	Sinorhizobium_arboris_LMG_14919	Sinorhizobium_fredii_CCBAU_05557	Sinorhizobium_fredii_CCBAU_25509	Sinorhizobium_fredii_CCBAU_45436	Sinorhizobium_fredii_CCBAU_83622	Sinorhizobium_fredii_CCBAU_83643	Sinorhizobium_fredii_CCBAU_83666	Sinorhizobium_fredii_CCBAU_83753	Sinorhizobium_fredii_GR64	Sinorhizobium_fredii_HH103	Sinorhizobium_fredii_NGR234	Sinorhizobium_fredii_NXT3	Sinorhizobium_fredii_PCH1	Sinorhizobium_fredii_USDA_205	Sinorhizobium_fredii_USDA_257	Sinorhizobium_medicae_DI28	Sinorhizobium_medicae_Str1	Sinorhizobium_medicae_Str10	Sinorhizobium_medicae_Str11	Sinorhizobium_medicae_Str12	Sinorhizobium_medicae_Str13	Sinorhizobium_medicae_Str14	Sinorhizobium_medicae_Str15	Sinorhizobium_medicae_Str16	Sinorhizobium_medicae_Str17	Sinorhizobium_medicae_Str18	Sinorhizobium_medicae_Str3	Sinorhizobium_medicae_Str6	Sinorhizobium_medicae_Str7	Sinorhizobium_medicae_Str8	Sinorhizobium_medicae_Str9	Sinorhizobium_medicae_WSM1115	Sinorhizobium_medicae_WSM1369	Sinorhizobium_medicae_WSM244	Sinorhizobium_medicae_WSM419	Sinorhizobium_meliloti_1021	Sinorhizobium_meliloti_1A42	Sinorhizobium_meliloti_2011	Sinorhizobium_meliloti_4H41	Sinorhizobium_meliloti_5A14	Sinorhizobium_meliloti_A0641M	Sinorhizobium_meliloti_A0643DD	Sinorhizobium_meliloti_AC50a	Sinorhizobium_meliloti_AE608H	Sinorhizobium_meliloti_AK11	Sinorhizobium_meliloti_AK170	Sinorhizobium_meliloti_AK555	Sinorhizobium_meliloti_AK58	Sinorhizobium_meliloti_AK75	Sinorhizobium_meliloti_AK83	Sinorhizobium_meliloti_B399	Sinorhizobium_meliloti_B401	Sinorhizobium_meliloti_BL225C	Sinorhizobium_meliloti_BM806	Sinorhizobium_meliloti_BO21CC	Sinorhizobium_meliloti_C0431A	Sinorhizobium_meliloti_C0438LL	Sinorhizobium_meliloti_CCMM_B554_FSM_MA	Sinorhizobium_meliloti_CCNWSX0020	Sinorhizobium_meliloti_CIAM1775	Sinorhizobium_meliloti_CXM1_105	Sinorhizobium_meliloti_DSM_23914	Sinorhizobium_meliloti_GR4	Sinorhizobium_meliloti_GVPV12	Sinorhizobium_meliloti_H1	Sinorhizobium_meliloti_HM006	Sinorhizobium_meliloti_KH35c	Sinorhizobium_meliloti_KH46	Sinorhizobium_meliloti_L5_30	Sinorhizobium_meliloti_M162	Sinorhizobium_meliloti_M270	Sinorhizobium_meliloti_Mlalz_1	Sinorhizobium_meliloti_MVII_I	Sinorhizobium_meliloti_Rm41	Sinorhizobium_meliloti_RMO17	Sinorhizobium_meliloti_RRl128	Sinorhizobium_meliloti_RU11_011	Sinorhizobium_meliloti_SM11	Sinorhizobium_meliloti_T073	Sinorhizobium_meliloti_USDA1021	Sinorhizobium_meliloti_USDA1106	Sinorhizobium_meliloti_USDA1157	Sinorhizobium_meliloti_WSM1022	Sinorhizobium_meliloti_WSM4191	Sinorhizobium_saheli_LMG_7837	Sinorhizobium_sp_A49	Sinorhizobium_sp_BJ1	Sinorhizobium_sp_CCBAU_05631	Sinorhizobium_sp_FG01	Sinorhizobium_sp_GL2	Sinorhizobium_sp_GL28	Sinorhizobium_sp_GW3	Sinorhizobium_sp_LM21	Sinorhizobium_sp_M4_45	Sinorhizobium_sp_NFACC03	Sinorhizobium_sp_NG07B	Sinorhizobium_sp_PC2	Sinorhizobium_sp_Sb3
Sinorhizobium_medicae_Str12	79.00	79.15	79.42	79.63	79.19	79.62	79.34	79.20	81.95	85.04	84.83	85.18	85.21	85.14	84.98	83.63	79.56	83.50	79.94	82.87	82.32	79.37	79.68	83.30	79.72	79.73	79.74	79.98	80.04	79.70	80.06	82.12	79.49	90.69	79.13	79.21	79.35	79.27	79.02	79.04	79.23	79.35	79.35	79.69	79.07	79.22	79.13	79.04	79.01	90.86	90.29	85.18	78.87	79.28	83.26	83.43	83.34	83.36	83.39	89.57	83.35	83.17	83.34	83.30	83.14	83.28	83.22	83.22	83.16	83.11	83.20	83.23	83.48	83.38	98.97	99.55	99.49	98.78	100	99.46	98.54	98.81	99.69	99.32	99.08	98.93	98.75	98.84	99.13	99.13	98.89	98.61	98.91	99.12	90.83	90.59	90.85	90.05	90.89	90.63	90.90	90.10	90.85	90.38	90.71	90.68	90.77	90.35	90.75	91.07	90.89	91.00	91.01	90.88	90.80	90.77	90.95	90.79	90.77	90.88	91.00	90.87	90.35	90.77	90.95	90.99	90.82	90.71	90.61	90.38	90.55	90.83	90.80	90.87	90.65	90.69	90.95	90.48	90.92	90.89	90.91	90.96	99.37	84.47	79.79	83.41	83.49	83.36	78.94	79.55	78.97	79.07	90.36	79.49	83.39	84.78	79.39
Sinorhizobium_medicae_Str13	79.09	79.15	79.43	79.65	79.20	79.61	79.42	79.30	81.96	84.94	84.88	85.04	85.11	85.09	84.89	83.49	79.52	83.57	79.88	82.82	82.39	79.36	79.66	83.26	79.70	79.72	79.74	80.06	80.10	79.69	80.11	82.00	79.44	90.67	79.13	79.30	79.32	79.26	79.14	79.15	79.21	79.32	79.32	79.66	79.09	79.35	79.18	79.16	79.13	90.76	90.26	85.06	78.96	79.31	83.29	83.39	83.31	83.31	83.44	89.50	83.20	83.03	83.19	83.16	83.02	83.11	83.12	83.15	83.19	83.02	83.24	83.13	83.27	83.32	98.95	99.45	99.62	98.79	99.46	100	98.53	98.77	99.58	99.42	99.02	98.92	98.71	98.87	99.12	99.04	98.79	98.57	98.97	99.15	90.82	90.51	90.82	89.96	90.79	90.59	90.81	90.07	90.79	90.32	90.69	90.60	90.70	90.25	90.70	91.03	90.85	90.97	90.97	90.84	90.67	90.66	90.90	90.77	90.72	90.79	90.97	90.80	90.26	90.75	90.93	90.96	90.77	90.73	90.63	90.32	90.48	90.81	90.72	90.76	90.64	90.68	90.98	90.35	90.82	90.88	90.83	90.95	99.34	84.49	79.68	83.40	83.49	83.31	78.95	79.59	79.09	79.10	90.34	79.49	83.44	84.77	79.36
Sinorhizobium_medicae_Str14	79.33	79.43	79.65	79.66	79.57	79.99	79.52	79.47	82.17	85.05	84.76	85.13	85.14	85.07	85.02	83.76	79.88	83.53	80.08	83.06	82.57	79.73	79.79	83.58	79.90	79.91	79.94	80.37	80.36	79.88	80.38	82.30	79.90	90.62	79.49	79.47	79.55	79.52	79.26	79.27	79.41	79.57	79.56	79.94	79.42	79.46	79.36	79.25	79.24	90.61	90.19	85.25	79.21	79.48	83.43	83.47	83.35	83.43	83.41	89.51	83.48	83.44	83.35	83.39	83.17	83.28	83.32	83.29	83.22	83.28	83.30	83.28	83.51	83.64	99.02	98.52	98.68	99.33	98.54	98.53	100	98.81	98.71	98.42	99.10	99.52	98.89	99.38	99.15	99.13	98.92	98.57	99.11	99.02	90.88	90.48	90.89	90.03	90.88	90.69	90.64	89.98	90.83	90.42	90.62	90.64	90.72	90.23	90.77	90.98	90.84	90.84	90.85	90.76	90.65	90.75	90.81	90.63	90.63	90.87	90.82	90.83	90.29	90.84	90.80	90.81	90.85	90.71	90.66	90.20	90.64	90.78	90.69	90.79	90.52	90.64	90.89	90.49	90.94	90.87	90.83	90.83	98.70	84.41	80.11	83.54	83.52	83.43	79.12	79.57	79.36	79.38	90.28	79.65	83.41	84.87	79.60
Sinorhizobium_medicae_Str15	79.13	79.29	79.45	79.59	79.40	79.87	79.44	79.34	82.05	85.12	85.00	85.17	85.27	85.26	85.14	83.63	79.72	83.50	80.06	83.00	82.66	79.56	79.77	83.47	79.80	79.80	79.82	80.21	80.16	79.79	80.18	82.18	79.72	90.67	79.31	79.38	79.42	79.52	79.11	79.12	79.45	79.41	79.41	79.78	79.35	79.39	79.26	79.12	79.11	90.72	90.32	85.27	79.09	79.35	83.42	83.49	83.38	83.47	83.48	89.66	83.56	83.41	83.43	83.35	83.40	83.27	83.36	83.33	83.36	83.26	83.38	83.36	83.55	83.57	99.21	98.72	98.85	99.00	98.81	98.77	98.81	100	98.90	98.58	99.28	99.19	99.64	99.06	99.24	98.95	99.42	98.92	99.44	99.24	91.11	90.62	91.11	90.20	91.03	90.87	91.01	90.09	91.09	90.54	90.88	90.78	90.88	90.54	90.94	91.12	91.01	91.08	91.08	90.90	90.81	90.89	90.97	90.81	90.85	91.01	91.07	91.00	90.46	90.94	91.03	91.05	90.98	90.93	90.88	90.52	90.71	90.98	90.85	90.92	90.76	91.00	91.20	90.65	91.08	91.07	91.09	90.94	98.89	84.50	79.88	83.56	83.58	83.47	79.05	79.55	79.17	79.31	90.39	79.58	83.48	85.00	79.49
Sinorhizobium_medicae_Str16	79.06	79.17	79.43	79.68	79.30	79.70	79.41	79.22	82.05	85.08	84.96	85.17	85.23	85.16	85.02	83.65	79.60	83.58	79.98	82.95	82.43	79.43	79.76	83.37	79.75	79.76	79.78	80.08	80.11	79.74	80.13	82.19	79.54	90.76	79.20	79.28	79.38	79.34	79.07	79.07	79.30	79.38	79.38	79.78	79.11	79.25	79.17	79.07	79.05	90.91	90.39	85.21	78.91	79.33	83.44	83.51	83.44	83.41	83.51	89.71	83.42	83.17	83.41	83.33	83.22	83.32	83.24	83.31	83.07	83.14	83.33	83.30	83.50	83.43	99.10	99.66	99.63	98.95	99.69	99.58	98.71	98.90	100	99.48	99.24	99.08	98.87	99.00	99.29	99.32	99.00	98.78	99.07	99.22	90.93	90.61	90.93	90.10	90.98	90.76	91.05	90.20	90.95	90.50	90.77	90.79	90.86	90.43	90.78	91.10	90.98	91.12	91.10	90.93	90.88	90.85	91.06	90.93	90.84	90.97	91.09	90.94	90.44	90.91	91.05	91.06	90.86	90.77	90.70	90.40	90.62	90.93	90.92	90.94	90.74	90.79	91.07	90.56	90.97	90.93	90.96	91.05	99.47	84.59	79.84	83.53	83.57	83.41	78.95	79.65	78.99	79.11	90.49	79.59	83.51	84.92	79.46
Sinorhizobium_medicae_Str17	78.97	79.08	79.38	79.67	79.22	79.60	79.38	79.22	81.81	84.83	84.76	85.00	85.05	85.00	84.77	83.41	79.45	83.55	79.89	82.64	82.22	79.44	79.62	83.21	79.64	79.66	79.66	80.01	80.04	79.63	80.03	81.92	79.44	90.51	79.16	79.23	79.37	79.35	79.02	79.02	79.29	79.39	79.36	79.63	79.11	79.25	79.10	79.03	79.01	90.61	90.08	84.97	78.86	79.27	83.20	83.28	83.17	83.19	83.28	89.36	83.20	82.93	83.16	83.03	82.99	83.01	83.01	83.08	82.99	82.89	83.13	83.08	83.26	83.26	98.76	99.28	99.52	98.58	99.32	99.42	98.42	98.58	99.48	100	98.86	98.79	98.59	98.74	98.98	98.91	98.70	98.39	98.79	98.97	90.71	90.35	90.70	89.80	90.72	90.60	90.75	89.96	90.73	90.17	90.56	90.51	90.61	90.22	90.57	90.85	90.68	90.88	90.86	90.68	90.61	90.54	90.79	90.60	90.62	90.64	90.86	90.70	90.14	90.57	90.75	90.78	90.63	90.59	90.51	90.18	90.36	90.71	90.55	90.64	90.53	90.60	90.89	90.19	90.71	90.70	90.69	90.81	99.18	84.40	79.61	83.35	83.46	83.19	78.98	79.60	79.01	79.01	90.18	79.42	83.28	84.63	79.33
Sinorhizobium_medicae_Str18	79.23	79.33	79.65	79.71	79.49	79.92	79.50	79.39	82.19	85.33	85.09	85.32	85.29	85.34	85.33	83.69	79.80	83.75	80.18	83.12	82.66	79.67	79.80	83.61	79.88	79.90	79.91	80.28	80.27	79.88	80.30	82.45	79.88	90.88	79.45	79.44	79.54	79.68	79.18	79.19	79.60	79.56	79.56	79.87	79.41	79.44	79.31	79.19	79.17	90.86	90.56	85.43	79.25	79.49	83.48	83.56	83.47	83.40	83.52	89.74	83.66	83.53	83.53	83.51	83.60	83.44	83.47	83.49	83.46	83.33	83.32	83.46	83.66	83.72	99.44	99.00	99.10	99.29	99.08	99.02	99.10	99.28	99.24	98.86	100	99.46	99.27	99.26	99.44	99.17	99.38	99.13	99.53	99.59	91.11	90.74	91.12	90.33	91.12	90.93	91.07	90.30	91.19	90.64	90.85	90.98	90.98	90.61	90.95	91.23	91.07	91.14	91.12	91.00	90.93	90.96	91.02	90.89	90.92	91.13	91.11	91.07	90.59	91.02	91.10	91.05	91.12	91.03	90.95	90.57	90.82	90.96	91.13	91.06	90.80	91.06	91.21	90.73	91.21	91.09	91.13	91.06	99.30	84.62	80.03	83.62	83.75	83.40	79.20	79.73	79.21	79.32	90.54	79.62	83.52	85.23	79.58
Sinorhizobium_medicae_Str3	79.31	79.43	79.68	79.80	79.59	80.02	79.63	79.48	82.27	85.35	85.05	85.37	85.40	85.39	85.29	83.88	79.88	83.76	80.17	83.19	82.65	79.74	79.91	83.73	79.95	79.96	79.96	80.36	80.33	79.94	80.35	82.39	79.86	90.92	79.47	79.54	79.57	79.53	79.30	79.31	79.42	79.61	79.59	80.01	79.43	79.54	79.37	79.29	79.29	90.91	90.53	85.44	79.24	79.56	83.57	83.61	83.61	83.59	83.60	89.85	83.73	83.44	83.55	83.51	83.37	83.47	83.46	83.55	83.52	83.41	83.51	83.46	83.71	83.78	99.41	98.89	99.07	99.70	98.93	98.92	99.52	99.19	99.08	98.79	99.46	100	99.21	99.71	99.47	99.57	99.29	99.00	99.45	99.39	91.19	90.89	91.20	90.32	91.20	91.07	91.11	90.30	91.24	90.79	91.02	90.99	91.06	90.68	91.14	91.28	91.16	91.31	91.22	91.01	91.01	91.03	91.17	91.05	90.99	91.20	91.22	91.08	90.66	91.16	91.21	91.15	91.19	91.08	91.00	90.54	90.92	91.19	91.06	91.16	90.91	91.20	91.36	90.86	91.29	91.18	91.26	91.15	99.12	84.68	80.09	83.71	83.82	83.59	79.20	79.76	79.33	79.42	90.55	79.76	83.60	85.21	79.68
Sinorhizobium_medicae_Str6	79.06	79.20	79.44	79.64	79.42	79.87	79.38	79.28	82.12	85.18	85.00	85.19	85.28	85.19	85.15	83.76	79.79	83.57	80.08	83.14	82.63	79.54	79.74	83.64	79.71	79.71	79.72	80.24	80.20	79.69	80.23	82.23	79.76	90.65	79.32	79.32	79.36	79.54	79.06	79.08	79.47	79.38	79.36	79.86	79.36	79.37	79.23	79.09	79.05	90.80	90.44	85.26	79.08	79.40	83.45	83.55	83.54	83.50	83.50	89.67	83.61	83.54	83.55	83.45	83.50	83.40	83.48	83.43	83.43	83.33	83.41	83.45	83.72	83.69	99.22	98.71	98.84	99.02	98.75	98.71	98.89	99.64	98.87	98.59	99.27	99.21	100	99.11	99.22	98.92	99.44	98.91	99.42	99.30	91.08	90.66	91.13	90.21	91.06	90.88	91.01	90.10	91.14	90.58	90.85	90.82	90.94	90.57	90.96	91.18	91.06	91.07	91.10	90.87	90.83	90.91	90.97	90.78	90.86	91.06	91.10	90.99	90.53	90.98	91.02	91.04	90.94	90.97	90.88	90.45	90.71	91.03	90.86	90.95	90.76	91.04	91.22	90.67	91.06	91.07	91.09	90.94	98.88	84.56	79.94	83.65	83.60	83.50	79.05	79.53	79.17	79.23	90.39	79.55	83.50	85.07	79.55
Sinorhizobium_medicae_Str7	79.24	79.36	79.63	79.76	79.58	80.03	79.55	79.41	82.19	85.32	85.10	85.30	85.39	85.31	85.23	83.81	79.83	83.66	80.11	83.13	82.69	79.70	79.82	83.65	79.90	79.91	79.93	80.33	80.28	79.89	80.31	82.40	79.80	90.80	79.45	79.46	79.52	79.54	79.20	79.23	79.44	79.56	79.54	79.96	79.42	79.44	79.30	79.23	79.19	90.79	90.43	85.37	79.14	79.49	83.50	83.55	83.55	83.59	83.55	89.73	83.67	83.40	83.52	83.44	83.31	83.43	83.46	83.44	83.28	83.37	83.44	83.43	83.65	83.69	99.29	98.79	99.00	99.50	98.84	98.87	99.38	99.06	99.00	98.74	99.26	99.71	99.11	100	99.41	99.46	99.21	98.93	99.39	99.29	91.07	90.76	91.08	90.21	91.07	90.97	90.94	90.13	91.06	90.68	90.87	90.88	90.92	90.56	90.98	91.20	91.07	91.19	91.13	90.91	90.87	90.92	91.06	90.93	90.89	91.07	91.10	90.97	90.52	91.00	91.07	91.01	91.05	90.98	90.90	90.40	90.80	90.99	90.94	91.02	90.78	90.99	91.15	90.69	91.11	91.05	91.07	91.05	99.06	84.60	80.06	83.68	83.71	83.59	79.12	79.69	79.25	79.35	90.49	79.69	83.55	85.17	79.54
Sinorhizobium_medicae_Str8	79.11	79.25	79.54	79.58	79.35	79.89	79.39	79.35	82.11	85.26	85.11	85.31	85.30	85.24	85.22	83.69	79.61	83.70	80.00	83.15	82.65	79.56	79.71	83.55	79.81	79.82	79.82	80.20	80.11	79.81	80.14	82.37	79.75	90.91	79.35	79.30	79.47	79.52	79.19	79.19	79.47	79.48	79.47	79.75	79.29	79.35	79.19	79.19	79.18	91.01	90.60	85.45	79.10	79.50	83.45	83.63	83.62	83.46	83.59	89.82	83.57	83.47	83.56	83.58	83.50	83.49	83.44	83.41	83.40	83.28	83.39	83.38	83.64	83.70	99.54	99.05	99.23	99.32	99.13	99.12	99.15	99.24	99.29	98.98	99.44	99.47	99.22	99.41	100	99.54	99.31	99.06	99.39	99.40	91.11	90.82	91.15	90.38	91.20	90.88	91.13	90.37	91.11	90.74	91.00	91.06	91.11	90.72	91.11	91.33	91.20	91.18	91.17	91.05	90.91	91.08	91.21	91.06	90.98	91.23	91.17	91.16	90.69	91.13	91.28	91.19	91.16	91.04	91.06	90.66	90.96	91.11	91.13	91.18	90.90	91.15	91.23	90.94	91.25	91.10	91.25	91.17	99.29	84.59	79.92	83.67	83.73	83.46	79.06	79.60	79.11	79.23	90.60	79.50	83.59	85.18	79.37
Sinorhizobium_medicae_Str9	78.89	79.03	79.28	79.35	79.08	79.46	79.19	79.09	81.57	84.86	84.46	84.81	84.92	84.88	84.86	83.23	79.43	83.21	79.64	82.57	82.00	79.25	79.33	83.00	79.39	79.42	79.42	79.83	79.70	79.39	79.73	81.79	79.39	90.75	79.00	79.14	79.11	79.11	78.91	78.90	79.02	79.14	79.11	79.46	78.93	79.16	78.94	78.90	78.90	90.73	90.27	84.94	78.84	79.07	83.02	83.11	83.08	83.03	83.09	89.60	83.05	82.83	82.89	82.93	82.81	82.80	82.89	82.86	82.67	82.75	82.97	82.93	83.09	83.21	99.20	99.03	99.16	99.34	99.13	99.04	99.13	98.95	99.32	98.91	99.17	99.57	98.92	99.46	99.54	100	99.02	98.71	99.21	99.30	91.00	90.64	91.02	90.08	90.87	90.68	90.76	90.08	90.88	90.52	90.68	90.71	90.86	90.46	90.89	91.08	90.90	91.14	91.02	90.90	90.79	90.74	90.98	90.73	90.78	90.90	91.05	90.84	90.31	90.91	91.02	90.92	90.89	90.76	90.65	90.47	90.58	90.84	90.77	90.94	90.68	90.86	91.00	90.59	91.03	90.99	90.92	90.96	99.36	84.12	79.57	83.15	83.29	83.03	78.84	79.24	78.95	79.02	90.36	79.26	83.09	84.79	79.19
Sinorhizobium_medicae_WSM1115	79.27	79.43	79.71	79.78	79.52	80.01	79.64	79.51	82.33	85.40	85.13	85.44	85.45	85.36	85.30	83.96	79.79	83.67	80.16	83.16	82.80	79.60	79.83	83.71	79.88	79.89	79.91	80.21	80.21	79.87	80.24	82.48	79.92	90.89	79.41	79.49	79.58	79.58	79.27	79.28	79.47	79.60	79.59	79.98	79.39	79.46	79.33	79.28	79.25	90.87	90.57	85.45	79.26	79.58	83.61	83.59	83.58	83.62	83.69	89.82	83.73	83.67	83.66	83.55	83.48	83.39	83.52	83.64	83.68	83.43	83.55	83.58	83.82	83.79	99.38	98.79	98.86	99.11	98.89	98.79	98.92	99.42	99.00	98.70	99.38	99.29	99.44	99.21	99.31	99.02	100	99.09	99.35	99.46	91.20	90.84	91.19	90.33	91.26	91.10	91.23	90.26	91.26	90.75	91.04	91.00	91.15	90.80	91.08	91.14	91.12	91.28	91.26	91.04	90.99	91.10	91.14	91.04	90.97	91.15	91.24	91.17	90.59	91.09	91.14	91.16	91.19	91.12	91.04	90.55	90.87	91.18	91.05	91.09	90.80	91.25	91.43	90.80	91.28	91.19	91.27	91.13	98.97	84.76	80.10	83.79	83.74	83.62	79.23	79.83	79.36	79.43	90.49	79.71	83.69	85.28	79.69
Sinorhizobium_medicae_WSM1369	79.46	79.44	79.90	79.95	79.62	80.03	79.76	79.63	82.44	85.49	85.18	85.44	85.33	85.35	85.50	83.89	79.95	83.78	80.37	83.31	82.88	79.57	79.98	83.82	80.24	80.24	80.25	80.43	80.36	80.21	80.40	82.71	79.90	90.99	79.46	79.61	79.58	79.63	79.45	79.46	79.49	79.60	79.57	80.02	79.42	79.59	79.46	79.45	79.45	90.99	90.65	85.57	79.37	79.74	83.67	83.74	83.80	83.73	83.76	89.96	83.88	83.69	83.72	83.73	83.58	83.71	83.71	83.73	83.77	83.59	83.57	83.59	83.93	83.90	99.05	98.50	98.68	98.78	98.61	98.57	98.57	98.92	98.78	98.39	99.13	99.00	98.91	98.93	99.06	98.71	99.09	100	99.21	99.17	91.18	90.84	91.18	90.42	91.15	91.02	91.09	90.52	91.20	90.66	90.93	90.95	91.09	90.63	91.08	91.34	91.20	91.12	91.22	91.10	90.87	91.01	91.14	91.02	91.01	91.20	91.18	91.21	90.63	91.06	91.05	91.12	91.19	91.12	91.00	90.57	90.98	91.23	91.03	91.10	90.85	91.17	91.33	90.84	91.26	91.16	91.21	91.21	98.87	84.78	80.16	83.85	83.83	83.73	79.46	79.96	79.48	79.50	90.67	79.85	83.78	85.36	79.74
Sinorhizobium_medicae_WSM244	79.15	79.26	79.55	79.61	79.37	79.83	79.44	79.37	82.20	85.25	85.07	85.39	85.36	85.38	85.27	83.82	79.64	83.69	80.10	83.07	82.75	79.56	79.77	83.55	79.74	79.75	79.77	80.25	80.10	79.73	80.14	82.45	79.79	90.91	79.31	79.30	79.41	79.56	79.15	79.16	79.54	79.42	79.40	79.85	79.29	79.39	79.18	79.16	79.14	91.05	90.64	85.42	79.16	79.45	83.53	83.66	83.61	83.54	83.66	89.87	83.71	83.61	83.65	83.53	83.63	83.52	83.50	83.42	83.57	83.28	83.40	83.46	83.71	83.74	99.52	98.89	99.01	99.25	98.91	98.97	99.11	99.44	99.07	98.79	99.53	99.45	99.42	99.39	99.39	99.21	99.35	99.21	100	99.45	91.10	90.83	91.02	90.45	91.07	90.85	91.15	90.40	91.15	90.67	91.02	91.03	91.04	90.65	91.08	91.24	91.11	91.18	91.19	91.03	90.98	90.93	91.09	90.98	90.99	91.10	91.22	91.05	90.71	91.08	91.19	91.20	91.08	91.12	90.98	90.57	90.93	91.13	91.14	91.06	90.94	91.06	91.25	90.78	91.08	91.12	91.19	91.17	99.17	84.53	79.99	83.65	83.78	83.54	79.21	79.69	79.14	79.30	90.67	79.61	83.66	85.15	79.48
Sinorhizobium_medicae_WSM419	79.16	79.34	79.62	79.73	79.49	79.90	79.63	79.43	82.21	85.30	85.18	85.33	85.39	85.39	85.29	83.79	79.73	83.59	80.23	83.20	82.69	79.65	79.86	83.61	79.92	79.83	79.85	80.21	80.23	79.80	80.24	82.43	79.72	90.86	79.31	79.50	79.43	79.52	79.24	79.25	79.55	79.44	79.42	79.94	79.27	79.47	79.33	79.25	79.23	90.90	90.53	85.40	79.19	79.49	83.54	83.67	83.62	83.50	83.57	89.81	83.58	83.40	83.61	83.50	83.52	83.27	83.40	83.51	83.42	83.30	83.48	83.46	83.70	83.77	99.61	99.06	99.20	99.22	99.12	99.15	99.02	99.24	99.22	98.97	99.59	99.39	99.30	99.29	99.40	99.30	99.46	99.17	99.45	100	91.13	90.80	91.05	90.29	91.02	90.89	91.04	90.24	91.12	90.72	90.83	90.95	90.99	90.69	90.93	91.20	91.12	91.26	91.18	91.05	91.00	90.91	91.11	90.97	90.93	91.10	91.14	91.05	90.46	91.18	91.16	91.21	91.14	90.91	90.96	90.58	90.75	90.93	91.04	91.14	90.91	90.99	91.17	90.71	91.17	91.05	91.17	91.20	99.27	84.69	79.98	83.65	83.71	83.50	79.15	79.70	79.21	79.36	90.53	79.66	83.55	85.04	79.57
Sinorhizobium_meliloti_1021	80.04	80.16	80.41	80.42	80.37	80.53	80.26	80.21	83.24	86.47	86.43	86.49	86.44	86.37	86.42	84.82	80.43	84.68	80.81	84.25	83.60	80.41	80.61	84.60	80.76	80.63	80.63	81.15	81.12	80.60	81.14	83.22	80.25	95.75	80.15	80.18	80.26	80.19	80.00	80.01	80.17	80.28	80.23	80.85	80.20	80.19	80.02	80.00	79.93	98.92	95.81	86.72	79.93	80.25	84.59	84.73	84.71	84.49	84.60	92.65	84.57	84.42	84.63	84.62	84.51	84.44	84.55	84.48	84.55	84.23	84.39	84.34	84.82	85.00	91.20	90.86	90.94	91.09	90.83	90.82	90.88	91.11	90.93	90.71	91.11	91.19	91.08	91.07	91.11	91.00	91.20	91.18	91.10	91.13	100	99.18	99.99	95.36	99.28	99.03	99.05	95.59	99.20	99.11	99.27	99.08	99.22	99.00	99.29	99.55	99.50	99.51	99.81	99.37	99.24	99.10	99.38	98.09	99.23	99.24	99.54	99.31	98.57	99.20	99.31	98.95	99.39	99.13	99.18	98.90	98.73	99.24	99.19	99.42	99.18	99.27	99.31	99.33	99.39	99.99	99.30	98.98	90.87	85.90	80.38	84.68	84.79	84.49	80.10	80.49	80.11	80.03	95.60	80.44	84.60	86.40	80.28
